   X,    Y,    Latitude,   Longitude, HGT_201906111700
  35,   11,   49.952761,  -96.479343,    18237.656
  36,   11,   49.953780,  -96.326179,    18237.377
  37,   11,   49.954689,  -96.173013,    18237.113
  38,   11,   49.955486,  -96.019843,    18236.881
  39,   11,   49.956171,  -95.866671,    18236.674
  40,   11,   49.956746,  -95.713496,    18236.465
  41,   11,   49.957209,  -95.560320,    18236.305
  42,   11,   49.957560,  -95.407142,    18236.152
  43,   11,   49.957800,  -95.253964,    18236.000
  44,   11,   49.957929,  -95.100784,    18235.865
   1,   12,   49.950332, -101.689641,    18254.385
   2,   12,   49.955138, -101.536652,    18256.689
   3,   12,   49.959832, -101.383647,    18260.762
   4,   12,   49.964415, -101.230626,    18263.609
   5,   12,   49.968886, -101.077589,    18263.105
   6,   12,   49.973246, -100.924536,    18261.281
   7,   12,   49.977495, -100.771468,    18258.938
   8,   12,   49.981633, -100.618386,    18256.842
   9,   12,   49.985659, -100.465289,    18255.400
  10,   12,   49.989574, -100.312178,    18253.857
  11,   12,   49.993378, -100.159054,    18252.281
  12,   12,   49.997070, -100.005916,    18250.832
  13,   12,   50.000651,  -99.852766,    18249.721
  14,   12,   50.004121,  -99.699603,    18248.824
  15,   12,   50.007479,  -99.546429,    18248.018
  16,   12,   50.010726,  -99.393242,    18247.266
  17,   12,   50.013861,  -99.240045,    18246.568
  18,   12,   50.016886,  -99.086837,    18245.904
  19,   12,   50.019799,  -98.933618,    18245.266
  20,   12,   50.022600,  -98.780389,    18244.625
  21,   12,   50.025291,  -98.627150,    18244.000
  22,   12,   50.027870,  -98.473903,    18243.400
  23,   12,   50.030337,  -98.320646,    18242.857
  24,   12,   50.032693,  -98.167381,    18242.346
  25,   12,   50.034938,  -98.014108,    18241.850
  26,   12,   50.037072,  -97.860827,    18241.346
  27,   12,   50.039094,  -97.707538,    18240.873
  28,   12,   50.041005,  -97.554243,    18240.441
  29,   12,   50.042804,  -97.400941,    18240.041
  30,   12,   50.044492,  -97.247634,    18239.641
  31,   12,   50.046069,  -97.094320,    18239.258
  32,   12,   50.047534,  -96.941001,    18238.912
  33,   12,   50.048888,  -96.787677,    18238.576
  34,   12,   50.050131,  -96.634349,    18238.248
  35,   12,   50.051262,  -96.481016,    18237.930
  36,   12,   50.052282,  -96.327679,    18237.721
  37,   12,   50.053191,  -96.174340,    18237.480
  38,   12,   50.053988,  -96.020997,    18237.209
  39,   12,   50.054674,  -95.867651,    18236.896
  40,   12,   50.055248,  -95.714303,    18236.697
  41,   12,   50.055711,  -95.560954,    18236.514
  42,   12,   50.056063,  -95.407603,    18236.361
  43,   12,   50.056303,  -95.254251,    18236.209
  44,   12,   50.056432,  -95.100898,    18236.072
   1,   13,   50.048722, -101.697204,    18254.576
   2,   13,   50.053529, -101.544043,    18256.504
   3,   13,   50.058224, -101.390865,    18260.064
   4,   13,   50.062807, -101.237672,    18262.160
   5,   13,   50.067280, -101.084462,    18262.121
   6,   13,   50.071641, -100.931237,    18260.904
   7,   13,   50.075891, -100.777996,    18259.145
   8,   13,   50.080029, -100.624741,    18257.361
   9,   13,   50.084056, -100.471471,    18255.568
  10,   13,   50.087972, -100.318188,    18253.850
  11,   13,   50.091777, -100.164890,    18252.346
  12,   13,   50.095470, -100.011580,    18251.057
  13,   13,   50.099051,  -99.858257,    18249.977
  14,   13,   50.102522,  -99.704921,    18248.930
  15,   13,   50.105881,  -99.551573,    18247.930
  16,   13,   50.109128,  -99.398214,    18247.025
  17,   13,   50.112265,  -99.244843,    18246.186
  18,   13,   50.115290,  -99.091462,    18245.465
  19,   13,   50.118203,  -98.938070,    18244.801
  20,   13,   50.121005,  -98.784668,    18244.225
  21,   13,   50.123696,  -98.631256,    18243.736
  22,   13,   50.126276,  -98.477835,    18243.313
  23,   13,   50.128744,  -98.324405,    18242.857
  24,   13,   50.131101,  -98.170966,    18242.400
  25,   13,   50.133346,  -98.017520,    18241.977
  26,   13,   50.135480,  -97.864065,    18241.576
  27,   13,   50.137502,  -97.710604,    18241.152
  28,   13,   50.139414,  -97.557135,    18240.744
  29,   13,   50.141214,  -97.403660,    18240.361
  30,   13,   50.142902,  -97.250178,    18239.930
  31,   13,   50.144479,  -97.096691,    18239.561
  32,   13,   50.145945,  -96.943199,    18239.178
