   X,    Y,    Latitude,   Longitude, UGRD_201906170000
  38,    8,   49.659438,  -96.016398,       -7.272
  39,    8,   49.660123,  -95.863743,       -6.897
  40,    8,   49.660697,  -95.711086,       -6.397
  41,    8,   49.661160,  -95.558427,       -5.647
  42,    8,   49.661511,  -95.405767,       -4.897
  43,    8,   49.661751,  -95.253106,       -4.397
  44,    8,   49.661880,  -95.100444,       -4.147
   1,    9,   49.654622, -101.667053,       -2.585
   2,    9,   49.659424, -101.514580,       -2.460
   3,    9,   49.664115, -101.362090,       -2.272
   4,    9,   49.668695, -101.209584,       -2.147
   5,    9,   49.673163, -101.057062,       -1.960
   6,    9,   49.677521, -100.904525,       -1.835
   7,    9,   49.681767, -100.751973,       -1.897
   8,    9,   49.685902, -100.599406,       -2.022
   9,    9,   49.689925, -100.446826,       -2.272
  10,    9,   49.693838, -100.294231,       -2.585
  11,    9,   49.697639, -100.141623,       -2.772
  12,    9,   49.701329,  -99.989002,       -2.772
  13,    9,   49.704908,  -99.836368,       -2.647
  14,    9,   49.708375,  -99.683722,       -2.772
  15,    9,   49.711731,  -99.531064,       -2.960
  16,    9,   49.714976,  -99.378395,       -3.272
  17,    9,   49.718110,  -99.225715,       -3.522
  18,    9,   49.721132,  -99.073023,       -3.710
  19,    9,   49.724043,  -98.920322,       -3.647
  20,    9,   49.726843,  -98.767610,       -3.335
  21,    9,   49.729531,  -98.614889,       -2.835
  22,    9,   49.732109,  -98.462159,       -2.397
  23,    9,   49.734575,  -98.309420,       -2.147
  24,    9,   49.736929,  -98.156673,       -2.335
  25,    9,   49.739173,  -98.003917,       -3.022
  26,    9,   49.741305,  -97.851154,       -3.772
  27,    9,   49.743326,  -97.698384,       -4.522
  28,    9,   49.745235,  -97.545607,       -5.085
  29,    9,   49.747034,  -97.392823,       -5.647
  30,    9,   49.748721,  -97.240034,       -6.022
  31,    9,   49.750296,  -97.087238,       -6.085
  32,    9,   49.751761,  -96.934438,       -5.585
  33,    9,   49.753114,  -96.781632,       -5.835
  34,    9,   49.754356,  -96.628822,       -6.210
  35,    9,   49.755486,  -96.476008,       -6.522
  36,    9,   49.756506,  -96.323190,       -6.460
  37,    9,   49.757414,  -96.170368,       -6.147
  38,    9,   49.758210,  -96.017544,       -5.960
  39,    9,   49.758896,  -95.864717,       -5.710
  40,    9,   49.759470,  -95.711888,       -5.335
  41,    9,   49.759932,  -95.559057,       -4.647
  42,    9,   49.760284,  -95.406224,       -4.085
  43,    9,   49.760524,  -95.253391,       -3.772
  44,    9,   49.760653,  -95.100557,       -3.647
   1,   10,   49.753282, -101.674565,       -2.710
   2,   10,   49.758085, -101.521921,       -2.460
   3,   10,   49.762777, -101.369259,       -2.147
   4,   10,   49.767358, -101.216582,       -1.835
   5,   10,   49.771827, -101.063889,       -1.710
   6,   10,   49.776186, -100.911180,       -1.585
   7,   10,   49.780433, -100.758457,       -1.522
   8,   10,   49.784569, -100.605719,       -1.647
   9,   10,   49.788593, -100.452966,       -1.897
  10,   10,   49.792507, -100.300200,       -2.272
  11,   10,   49.796309, -100.147420,       -2.460
  12,   10,   49.799999,  -99.994627,       -2.522
  13,   10,   49.803579,  -99.841822,       -2.585
  14,   10,   49.807047,  -99.689004,       -2.647
  15,   10,   49.810404,  -99.536174,       -2.835
  16,   10,   49.813649,  -99.383333,       -2.960
  17,   10,   49.816784,  -99.230481,       -3.147
  18,   10,   49.819807,  -99.077617,       -3.335
  19,   10,   49.822718,  -98.924744,       -3.335
  20,   10,   49.825519,  -98.771860,       -3.022
  21,   10,   49.828208,  -98.618967,       -2.647
  22,   10,   49.830786,  -98.466065,       -2.460
  23,   10,   49.833252,  -98.313154,       -2.272
  24,   10,   49.835607,  -98.160234,       -2.397
  25,   10,   49.837851,  -98.007306,       -2.710
  26,   10,   49.839984,  -97.854371,       -3.210
  27,   10,   49.842005,  -97.701429,       -3.835
  28,   10,   49.843915,  -97.548479,       -4.272
  29,   10,   49.845714,  -97.395523,       -4.710
  30,   10,   49.847401,  -97.242561,       -5.147
  31,   10,   49.848977,  -97.089593,       -5.397
  32,   10,   49.850442,  -96.936620,       -5.210
  33,   10,   49.851796,  -96.783642,       -5.272
  34,   10,   49.853038,  -96.630660,       -5.460
  35,   10,   49.854168,  -96.477673,       -5.522
  36,   10,   49.855188,  -96.324683,       -5.022
  37,   10,   49.856096,  -96.171689,       -4.522
  38,   10,   49.856893,  -96.018692,       -4.335
  39,   10,   49.857578,  -95.865693,       -4.210
  40,   10,   49.858153,  -95.712691,       -4.147
  41,   10,   49.858615,  -95.559688,       -3.772
  42,   10,   49.858967,  -95.406683,       -3.397
  43,   10,   49.859207,  -95.253677,       -3.147
  44,   10,   49.859336,  -95.100671,       -3.147
   1,   11,   49.851852, -101.682094,       -2.772
   2,   11,   49.856656, -101.529278,       -2.335
   3,   11,   49.861349, -101.376445,       -1.960
   4,   11,   49.865931, -101.223596,       -1.585
   5,   11,   49.870402, -101.070731,       -1.397
   6,   11,   49.874761, -100.917851,       -1.335
   7,   11,   49.879009, -100.764955,       -1.335
   8,   11,   49.883146, -100.612045,       -1.460
   9,   11,   49.887171, -100.459121,       -1.647
  10,   11,   49.891085, -100.306182,       -1.897
  11,   11,   49.894888, -100.153230,       -2.147
  12,   11,   49.898580, -100.000265,       -2.397
  13,   11,   49.902160,  -99.847288,       -2.522
  14,   11,   49.905629,  -99.694298,       -2.585
  15,   11,   49.908986,  -99.541296,       -2.522
