   X,    Y,    Latitude,   Longitude, HGT_201906170000
  18,    9,   49.721132,  -99.073023,      336.522
  19,    9,   49.724043,  -98.920322,      359.397
  20,    9,   49.726843,  -98.767610,      324.647
  21,    9,   49.729531,  -98.614889,      279.647
  22,    9,   49.732109,  -98.462159,      234.647
  23,    9,   49.734575,  -98.309420,      190.147
  24,    9,   49.736929,  -98.156673,      160.772
  25,    9,   49.739173,  -98.003917,      155.897
  26,    9,   49.741305,  -97.851154,      234.272
  27,    9,   49.743326,  -97.698384,      409.397
  28,    9,   49.745235,  -97.545607,      492.397
  29,    9,   49.747034,  -97.392823,      635.397
  30,    9,   49.748721,  -97.240034,      726.897
  31,    9,   49.750296,  -97.087238,      682.272
  32,    9,   49.751761,  -96.934438,      256.147
  33,    9,   49.753114,  -96.781632,      161.147
  34,    9,   49.754356,  -96.628822,      347.272
  35,    9,   49.755486,  -96.476008,      593.897
  36,    9,   49.756506,  -96.323190,      766.397
  37,    9,   49.757414,  -96.170368,      756.647
  38,    9,   49.758210,  -96.017544,      739.772
  39,    9,   49.758896,  -95.864717,      733.647
  40,    9,   49.759470,  -95.711888,      705.647
  41,    9,   49.759932,  -95.559057,      606.897
  42,    9,   49.760284,  -95.406224,      521.397
  43,    9,   49.760524,  -95.253391,      452.022
  44,    9,   49.760653,  -95.100557,      433.522
   1,   10,   49.753282, -101.674565,      697.272
   2,   10,   49.758085, -101.521921,      662.397
   3,   10,   49.762777, -101.369259,      586.897
   4,   10,   49.767358, -101.216582,      468.897
   5,   10,   49.771827, -101.063889,      355.272
   6,   10,   49.776186, -100.911180,      300.147
   7,   10,   49.780433, -100.758457,      270.772
   8,   10,   49.784569, -100.605719,      253.397
   9,   10,   49.788593, -100.452966,      243.272
  10,   10,   49.792507, -100.300200,      257.522
  11,   10,   49.796309, -100.147420,      265.897
  12,   10,   49.799999,  -99.994627,      264.272
  13,   10,   49.803579,  -99.841822,      255.147
  14,   10,   49.807047,  -99.689004,      242.522
  15,   10,   49.810404,  -99.536174,      231.147
  16,   10,   49.813649,  -99.383333,      232.647
  17,   10,   49.816784,  -99.230481,      245.147
  18,   10,   49.819807,  -99.077617,      264.772
  19,   10,   49.822718,  -98.924744,      307.897
  20,   10,   49.825519,  -98.771860,      292.772
  21,   10,   49.828208,  -98.618967,      251.897
  22,   10,   49.830786,  -98.466065,      206.022
  23,   10,   49.833252,  -98.313154,      171.522
  24,   10,   49.835607,  -98.160234,      151.397
  25,   10,   49.837851,  -98.007306,      146.147
  26,   10,   49.839984,  -97.854371,      195.897
  27,   10,   49.842005,  -97.701429,      375.647
  28,   10,   49.843915,  -97.548479,      417.397
  29,   10,   49.845714,  -97.395523,      517.897
  30,   10,   49.847401,  -97.242561,      718.772
  31,   10,   49.848977,  -97.089593,      989.772
  32,   10,   49.850442,  -96.936620,      512.022
  33,   10,   49.851796,  -96.783642,      281.022
  34,   10,   49.853038,  -96.630660,      289.397
  35,   10,   49.854168,  -96.477673,      490.772
  36,   10,   49.855188,  -96.324683,      569.647
  37,   10,   49.856096,  -96.171689,      517.272
  38,   10,   49.856893,  -96.018692,      495.772
  39,   10,   49.857578,  -95.865693,      518.022
  40,   10,   49.858153,  -95.712691,      574.772
  41,   10,   49.858615,  -95.559688,      589.022
  42,   10,   49.858967,  -95.406683,      552.522
  43,   10,   49.859207,  -95.253677,      516.397
  44,   10,   49.859336,  -95.100671,      522.272
   1,   11,   49.851852, -101.682094,      699.647
   2,   11,   49.856656, -101.529278,      682.522
   3,   11,   49.861349, -101.376445,      606.772
   4,   11,   49.865931, -101.223596,      451.522
   5,   11,   49.870402, -101.070731,      347.022
   6,   11,   49.874761, -100.917851,      287.772
   7,   11,   49.879009, -100.764955,      252.897
   8,   11,   49.883146, -100.612045,      230.772
   9,   11,   49.887171, -100.459121,      237.022
  10,   11,   49.891085, -100.306182,      251.147
  11,   11,   49.894888, -100.153230,      257.647
  12,   11,   49.898580, -100.000265,      255.647
