   X,    Y,    Latitude,   Longitude, UGRD_201908060000
   7,   13,   50.075891, -100.777996,        5.258
   8,   13,   50.080029, -100.624741,        5.508
   9,   13,   50.084056, -100.471471,        5.570
  10,   13,   50.087972, -100.318188,        5.508
  11,   13,   50.091777, -100.164890,        5.320
  12,   13,   50.095470, -100.011580,        5.070
  13,   13,   50.099051,  -99.858257,        4.695
  14,   13,   50.102522,  -99.704921,        4.008
  15,   13,   50.105881,  -99.551573,        2.695
  16,   13,   50.109128,  -99.398214,        1.008
  17,   13,   50.112265,  -99.244843,       -0.305
  18,   13,   50.115290,  -99.091462,       -0.055
  19,   13,   50.118203,  -98.938070,        0.445
  20,   13,   50.121005,  -98.784668,        0.633
  21,   13,   50.123696,  -98.631256,        0.008
  22,   13,   50.126276,  -98.477835,       -0.742
  23,   13,   50.128744,  -98.324405,       -0.055
  24,   13,   50.131101,  -98.170966,        1.445
  25,   13,   50.133346,  -98.017520,        3.008
  26,   13,   50.135480,  -97.864065,        4.258
  27,   13,   50.137502,  -97.710604,        4.758
  28,   13,   50.139414,  -97.557135,        4.945
  29,   13,   50.141214,  -97.403660,        4.883
  30,   13,   50.142902,  -97.250178,        4.695
  31,   13,   50.144479,  -97.096691,        4.445
  32,   13,   50.145945,  -96.943199,        3.883
  33,   13,   50.147299,  -96.789701,        3.133
  34,   13,   50.148542,  -96.636199,        2.633
  35,   13,   50.149673,  -96.482693,        3.258
  36,   13,   50.150694,  -96.329183,        3.883
  37,   13,   50.151602,  -96.175669,        4.570
  38,   13,   50.152400,  -96.022153,        5.195
  39,   13,   50.153086,  -95.868634,        5.758
  40,   13,   50.153660,  -95.715112,        6.258
  41,   13,   50.154123,  -95.561589,        6.633
  42,   13,   50.154475,  -95.408065,        6.883
  43,   13,   50.154715,  -95.254539,        7.008
  44,   13,   50.154844,  -95.101013,        7.070
   1,   14,   50.147021, -101.704784,        4.570
   2,   14,   50.151829, -101.551450,        4.633
   3,   14,   50.156525, -101.398100,        4.758
   4,   14,   50.161110, -101.244733,        5.008
   5,   14,   50.165583, -101.091351,        5.008
   6,   14,   50.169945, -100.937952,        5.008
   7,   14,   50.174196, -100.784539,        5.195
   8,   14,   50.178335, -100.631110,        5.508
   9,   14,   50.182363, -100.477668,        5.508
